IDX,Applicant_ID,Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
224,43237,14,9,Engineering,Head,BFSI,L,Data Analyst,PG,Economics,Surat,1997.0,Economics,Surat,1999.0,Economics,Delhi,2006.0,Guwahati,Mangalore,1412585,Y,C,6,4,1,1,1715443
231,12576,13,3,Others,Senior Researcher,IT,M,Others,PG,Arts,Kolkata,2000.0,Arts,Kolkata,2002.0,Arts,Mumbai,2007.0,Mumbai,Kanpur,1778254,Y,Key_Performer,2,6,2,0,2347295
234,31669,25,3,Sales,Sales Manager,BFSI,D,Others,PG,Arts,Bhubaneswar,1988.0,Arts,Bhubaneswar,1990.0,Arts,Bhubaneswar,1995.0,Delhi,Lucknow,3072774,N,A,3,3,0,0,3994606
235,57623,22,10,IT-Software,Scientist,Analytics,O,Software Developer,Doctorate,Chemistry,Kolkata,1990.0,Chemistry,Kolkata,1992.0,Chemistry,Lucknow,1998.0,Kanpur,Chennai,2486835,Y,A,4,3,0,0,3481569
238,38997,8,2,Sales,Principal Analyst,IT,F,Consultant,Doctorate,Others,Ahmedabad,2005.0,Engineering,Ahmedabad,2007.0,Economics,Jaipur,2012.0,Guwahati,Kolkata,2100119,Y,D,5,3,0,1,2704953
240,59169,5,3,Education,Financial Analyst,Others,I,HR,Grad,Economics,Bangalore,2008.0,Economics,Bangalore,2010.0,Economics,Mangalore,2015.0,Kolkata,Surat,581522,Y,Key_Performer,2,3,0,0,774122
241,24180,13,7,HR,Project Manager,IT,D,Data Analyst,Doctorate,Botony,Mumbai,1999.0,Others,Mumbai,2001.0,Others,Mumbai,2007.0,Lucknow,Kanpur,2306029,N,B,5,5,0,0,3113139
242,27081,15,1,Engineering,Others,Training,E,Assistant Manager,Doctorate,Arts,Surat,1996.0,Arts,Surat,1998.0,Arts,Pune,2005.0,Kolkata,Lucknow,1809602,N,D,5,7,0,0,2247525
243,39510,21,2,IT-Software,Head,Aviation,G,Sr.Manager,Doctorate,Economics,Surat,1992.0,Economics,Surat,1994.0,Others,Nagpur,1999.0,Pune,Ahmedabad,3629512,N,B,6,4,0,1,4899841
246,17474,1,1,Analytics/BI,Data scientist,Aviation,G,Product Manager,PG,Botony,Bangalore,2013.0,Botony,Bangalore,2015.0,Botony,Delhi,2019.0,Pune,Bhubaneswar,550916,N,D,1,4,0,1,658895
249,39209,11,0,Marketing,Senior Researcher,Others,F,Marketing Manager,PG,Zoology,Surat,2001.0,Zoology,Surat,2003.0,Zoology,Nagpur,2009.0,Nagpur,Lucknow,2229210,Y,Key_Performer,2,6,1,0,2942557
252,51390,23,11,Healthcare,Project Manager,Aviation,K,Sr.Manager,PG,Chemistry,Bhubaneswar,1991.0,Chemistry,Bhubaneswar,1993.0,Chemistry,Jaipur,1997.0,Nagpur,Guwahati,3699539,Y,Key_Performer,2,5,1,0,4883391
255,10570,13,10,Engineering,Team Lead,Others,B,Web Designer,Doctorate,Others,Nagpur,1999.0,Statistics,Nagpur,2001.0,Economics,Mangalore,2007.0,Bangalore,Kanpur,2268680,N,D,3,4,0,0,2817700
259,18659,25,16,Engineering,Analyst,IT,A,Consultant,Doctorate,Botony,Delhi,1987.0,Botony,Delhi,1989.0,Others,Surat,1995.0,Bhubaneswar,Lucknow,3359392,N,D,5,5,0,0,4172364
260,26304,19,16,Analytics/BI,Bio statistician,BFSI,I,Sr.Manager,Doctorate,Engineering,Jaipur,1993.0,Engineering,Jaipur,1995.0,Engineering,Bhubaneswar,2001.0,Delhi,Bangalore,3984282,Y,D,4,3,0,0,5131755
263,19182,19,12,HR,Senior Researcher,FMCG,L,Manager,Doctorate,Botony,Delhi,1995.0,Others,Delhi,1997.0,Sociology,Bangalore,2001.0,Nagpur,Mumbai,2231779,Y,Key_Performer,4,5,0,0,3124490
264,54615,14,3,Sales,Business Analyst,Analytics,J,CA,PG,Mathematics,Guwahati,1999.0,Mathematics,Guwahati,2001.0,Mathematics,Bangalore,2006.0,Mumbai,Kolkata,1467347,N,D,5,6,0,0,1754947
266,24617,9,0,Sales,Principal Analyst,Telecom,I,Web Designer,Grad,Mathematics,Lucknow,2005.0,Mathematics,Lucknow,2007.0,Others,Surat,2011.0,Delhi,Delhi,1180622,N,A,3,3,2,1,1475777
267,43320,14,3,Banking,Financial Analyst,Retail,C,Manager,Grad,Chemistry,Guwahati,2000.0,Others,Guwahati,2002.0,Engineering,Nagpur,2006.0,Guwahati,Kanpur,1935093,Y,D,3,3,0,0,2278765
268,55942,10,0,Sales,Business Analyst,BFSI,M,Product Manager,Doctorate,Mathematics,Ahmedabad,2003.0,Mathematics,Ahmedabad,2005.0,Mathematics,Pune,2010.0,Kolkata,Lucknow,1729486,Y,A,3,8,0,0,2421280
270,56727,11,10,Education,CEO,Analytics,F,Software Developer,Doctorate,Mathematics,Jaipur,2000.0,Mathematics,Jaipur,2002.0,Mathematics,Kolkata,2009.0,Chennai,Mangalore,1942532,N,D,3,7,0,1,2412624
271,38429,11,4,Marketing,Business Analyst,Automobile,D,Sr.Manager,PG,Statistics,Mangalore,2002.0,Statistics,Mangalore,2004.0,Statistics,Ahmedabad,2009.0,Pune,Mangalore,2394992,N,C,5,3,1,0,2864410
278,33842,5,1,Others,Consultant,Others,B,CA,Grad,Statistics,Mumbai,2007.0,Statistics,Mumbai,2009.0,Statistics,Pune,2015.0,Delhi,Ahmedabad,556320,N,B,6,5,0,0,695400
280,58527,21,3,Healthcare,Analyst,BFSI,N,Manager,Grad,Statistics,Surat,1990.0,Others,Surat,1992.0,Arts,Nagpur,1999.0,Chennai,Pune,2758156,Y,C,5,4,0,0,3248004
284,32586,3,1,Healthcare,Team Lead,BFSI,K,Software Developer,Doctorate,Engineering,Guwahati,2008.0,Others,Guwahati,2010.0,Statistics,Jaipur,2017.0,Bangalore,Bhubaneswar,1309013,Y,C,3,5,0,0,1686008
285,51324,10,9,IT-Software,Others,Automobile,K,CA,PG,Economics,Ahmedabad,2003.0,Economics,Ahmedabad,2005.0,Economics,Mumbai,2010.0,Nagpur,Ahmedabad,2058003,Y,C,5,3,0,0,2499238
287,25880,18,7,Others,Sales Manager,Training,F,Assistant Manager,Doctorate,Zoology,Surat,1996.0,Zoology,Surat,1998.0,Zoology,Ahmedabad,2002.0,Mangalore,Bangalore,2503581,N,B,6,5,0,0,3379834
288,56451,22,14,Education,Consultant,FMCG,F,CA,Doctorate,Economics,Ahmedabad,1991.0,Economics,Ahmedabad,1993.0,Economics,Ahmedabad,1998.0,Ahmedabad,Jaipur,2432734,N,A,5,7,0,0,3284190
290,33907,13,6,HR,Bio statistician,Retail,N,Product Manager,PG,Engineering,Guwahati,2001.0,Engineering,Guwahati,2003.0,Engineering,Bhubaneswar,2007.0,Guwahati,Mangalore,2344823,Y,Key_Performer,3,8,1,0,3095166
291,20658,22,8,Engineering,Consultant,Retail,E,Assistant Manager,Grad,Sociology,Mangalore,1992.0,Sociology,Mangalore,1994.0,Sociology,Mangalore,1998.0,Surat,Pune,2250192,N,A,2,4,3,0,2812740
292,37136,23,20,Banking,Team Lead,Insurance,M,Marketing Manager,PG,Engineering,Mumbai,1991.0,Engineering,Mumbai,1993.0,Engineering,Mangalore,1997.0,Surat,Kolkata,2914594,Y,C,3,3,1,0,3539482
295,40590,4,2,Others,Business Analyst,Insurance,L,Research Analyst,Doctorate,Botony,Bangalore,2008.0,Botony,Bangalore,2010.0,Botony,Mangalore,2016.0,Jaipur,Nagpur,1113980,Y,Key_Performer,3,4,0,0,1621954
296,35132,7,6,Sales,Bio statistician,BFSI,K,Marketing Manager,PG,Chemistry,Jaipur,2004.0,Chemistry,Jaipur,2006.0,Chemistry,Mumbai,2013.0,Surat,Pune,1588068,N,D,5,6,1,0,1899329
297,26628,8,6,Healthcare,Financial Analyst,BFSI,M,Manager,Doctorate,Others,Pune,2004.0,Chemistry,Pune,2006.0,Mathematics,Jaipur,2012.0,Jaipur,Bhubaneswar,1899357,N,C,4,7,0,0,2359001
298,23668,11,0,Others,Head,Training,A,Network Engineer,PG,Others,Mangalore,2003.0,Psychology,Mangalore,2005.0,Sociology,Bhubaneswar,2009.0,Jaipur,Delhi,1872116,Y,Key_Performer,5,5,1,1,2471193
299,48223,24,10,Accounts,Analyst,Automobile,I,Sr.Manager,Doctorate,Others,Mangalore,1987.0,Psychology,Mangalore,1989.0,Arts,Jaipur,1996.0,Ahmedabad,Jaipur,2718825,N,C,6,6,0,0,3376780
301,11703,7,3,Banking,Bio statistician,FMCG,A,Assistant Manager,Grad,Economics,Nagpur,2005.0,Economics,Nagpur,2007.0,Economics,Delhi,2013.0,Guwahati,Kanpur,989800,Y,Key_Performer,2,8,0,0,1317621
302,44060,10,6,Top Management,Scientist,IT,N,HR,PG,Economics,Ahmedabad,2002.0,Economics,Ahmedabad,2004.0,Economics,Delhi,2010.0,Ahmedabad,Bangalore,2080257,Y,D,2,6,0,0,2526264
303,12981,14,10,Banking,Sales Manager,Training,B,Web Designer,Doctorate,Others,Surat,2000.0,Economics,Surat,2002.0,Economics,Bangalore,2006.0,Lucknow,Chennai,1612714,N,D,4,8,0,0,2002990
304,20049,5,4,Education,Bio statistician,FMCG,J,Product Manager,PG,Sociology,Bangalore,2009.0,Sociology,Bangalore,2011.0,Sociology,Delhi,2015.0,Nagpur,Mumbai,516481,N,D,4,4,1,0,617711
314,59524,22,0,Education,Head,Retail,D,Research Analyst,Grad,Zoology,Jaipur,1992.0,Zoology,Jaipur,1994.0,Zoology,Bangalore,1998.0,Bhubaneswar,Mangalore,1661903,N,C,6,6,4,1,1911188
316,51210,22,14,Accounts,Business Analyst,Others,O,Web Designer,PG,Statistics,Nagpur,1992.0,Statistics,Nagpur,1994.0,Statistics,Mangalore,1998.0,Bhubaneswar,Bhubaneswar,1751344,N,B,2,3,0,0,2276747
324,22873,18,18,Top Management,Senior Researcher,Aviation,D,Assistant Manager,Grad,Psychology,Mangalore,1995.0,Psychology,Mangalore,1997.0,Psychology,Bangalore,2002.0,Mangalore,Mumbai,2697851,N,C,2,7,4,0,3102528
325,41906,21,1,Marketing,Bio statistician,BFSI,N,Sr.Manager,Grad,Chemistry,Jaipur,1992.0,Others,Jaipur,1994.0,Botony,Kolkata,1999.0,Bangalore,Kanpur,2444248,Y,A,4,5,0,0,3128637
326,50578,20,19,Education,Bio statistician,Training,O,CA,Doctorate,Others,Surat,1993.0,Chemistry,Surat,1995.0,Zoology,Jaipur,2000.0,Delhi,Mumbai,2384407,Y,Key_Performer,4,3,0,0,3338169
328,47006,16,8,Others,Team Lead,IT,G,Director,Grad,Statistics,Ahmedabad,1995.0,Statistics,Ahmedabad,1997.0,Others,Ahmedabad,2004.0,Bangalore,Chennai,2209674,Y,B,3,8,0,0,2828382
330,26479,10,0,Analytics/BI,Data scientist,Aviation,A,Others,PG,Mathematics,Jaipur,2004.0,Others,Jaipur,2006.0,Sociology,Mangalore,2010.0,Guwahati,Nagpur,2323467,N,B,1,5,1,0,3020507
334,56676,14,3,Sales,Others,Analytics,E,Director,Doctorate,Chemistry,Pune,1997.0,Chemistry,Pune,1999.0,Chemistry,Bangalore,2006.0,Bhubaneswar,Jaipur,1942389,Y,B,5,6,0,0,2719344
335,50694,18,9,Education,Bio statistician,Aviation,H,Manager,PG,Mathematics,Mangalore,1993.0,Others,Mangalore,1995.0,Engineering,Nagpur,2002.0,Pune,Jaipur,2248016,N,D,4,8,0,0,2688627
338,58155,15,7,Others,Sales Manager,FMCG,C,Research Scientist,Grad,Arts,Pune,1997.0,Others,Pune,1999.0,Chemistry,Jaipur,2005.0,Lucknow,Kolkata,2302819,N,D,6,6,0,0,2648241
339,13882,2,1,Marketing,Financial Analyst,Insurance,P,Assistant Manager,Grad,Arts,Mangalore,2010.0,Arts,Mangalore,2012.0,Arts,Lucknow,2018.0,Guwahati,Bangalore,562305,N,C,3,6,0,0,646650
343,43693,6,4,Healthcare,Project Manager,Others,M,Product Manager,Doctorate,Economics,Surat,2008.0,Economics,Surat,2010.0,Economics,Mumbai,2014.0,Bhubaneswar,Nagpur,1996651,Y,B,2,7,0,0,2795311
350,46109,3,3,Sales,Scientist,Retail,M,Others,PG,Engineering,Surat,2008.0,Others,Surat,2010.0,Mathematics,Bangalore,2017.0,Mumbai,Surat,637137,N,D,3,5,3,0,762015
352,49651,7,3,HR,Consultant,IT,M,Scientist,PG,Chemistry,Lucknow,2006.0,Chemistry,Lucknow,2008.0,Chemistry,Kolkata,2013.0,Chennai,Delhi,1235910,Y,A,3,3,0,0,1696657
356,46225,16,3,Others,Scientist,Insurance,E,Others,PG,Mathematics,Mumbai,1995.0,Mathematics,Mumbai,1997.0,Mathematics,Jaipur,2004.0,Mumbai,Bangalore,2601585,N,C,2,7,1,0,3111495
358,22482,5,0,Sales,Financial Analyst,Aviation,D,Manager,Doctorate,Chemistry,Nagpur,2009.0,Chemistry,Nagpur,2011.0,Chemistry,Surat,2015.0,Surat,Kolkata,916408,Y,Key_Performer,4,5,0,0,1334290
360,47141,20,10,Marketing,Others,Training,I,Medical Officer,Grad,Sociology,Nagpur,1994.0,Others,Nagpur,1996.0,Sociology,Pune,2000.0,Mumbai,Nagpur,2742500,N,D,3,4,0,0,3153875
362,36633,24,9,IT-Software,CEO,Others,B,HR,Doctorate,Mathematics,Bhubaneswar,1990.0,Mathematics,Bhubaneswar,1992.0,Mathematics,Nagpur,1996.0,Lucknow,Chennai,3067271,Y,Key_Performer,3,5,0,0,4294179
365,42476,14,2,Healthcare,Research Scientist,Telecom,F,Sr.Manager,Doctorate,Psychology,Bangalore,2000.0,Psychology,Bangalore,2002.0,Psychology,Pune,2006.0,Ahmedabad,Kanpur,2181114,N,D,4,3,0,0,2708943
368,57060,1,1,IT-Software,Business Analyst,Others,N,Software Developer,PG,Others,Lucknow,2012.0,Economics,Lucknow,2014.0,Zoology,Guwahati,2019.0,Bangalore,Kanpur,584377,Y,B,3,4,0,0,788908
369,13561,5,1,Engineering,Sales Execituve,FMCG,P,Product Manager,Doctorate,Economics,Mangalore,2008.0,Others,Mangalore,2010.0,Economics,Mumbai,2015.0,Kolkata,Bangalore,1061328,Y,Key_Performer,1,3,0,0,1545293
370,32625,10,4,Accounts,Head,Retail,L,Assistant Manager,Grad,Mathematics,Jaipur,2003.0,Mathematics,Jaipur,2005.0,Mathematics,Bangalore,2010.0,Mangalore,Guwahati,1907934,N,C,6,4,2,1,2194124
372,13208,23,9,Top Management,Team Lead,Aviation,F,Network Engineer,Grad,Economics,Bhubaneswar,1991.0,Economics,Bhubaneswar,1993.0,Economics,Jaipur,1997.0,Delhi,Guwahati,2553052,N,D,3,6,4,0,2936009
373,21348,4,4,HR,Associate,Retail,H,Sr.Manager,PG,Economics,Mangalore,2009.0,Economics,Mangalore,2011.0,Economics,Nagpur,2016.0,Chennai,Surat,839434,N,C,6,7,0,0,1003963
375,14893,13,7,Healthcare,Others,Aviation,G,Medical Officer,PG,Psychology,Mangalore,1999.0,Psychology,Mangalore,2001.0,Psychology,Kolkata,2007.0,Bhubaneswar,Guwahati,1865242,Y,Key_Performer,5,7,0,0,2462119
378,45415,21,2,Engineering,Bio statistician,Analytics,H,Software Developer,Doctorate,Mathematics,Bhubaneswar,1992.0,Mathematics,Bhubaneswar,1994.0,Others,Jaipur,1999.0,Guwahati,Mangalore,3069951,Y,B,2,5,0,0,4297931
381,32994,4,4,Sales,Project Manager,Analytics,J,Research Analyst,Doctorate,Others,Mumbai,2007.0,Statistics,Mumbai,2009.0,Economics,Bhubaneswar,2016.0,Bangalore,Kanpur,1316282,N,C,1,8,0,0,1634822
382,22809,13,5,Banking,Senior Researcher,Insurance,I,Product Manager,Grad,Botony,Delhi,1999.0,Botony,Delhi,2001.0,Botony,Mumbai,2007.0,Nagpur,Ahmedabad,1984938,N,D,3,5,0,0,2282678
385,26059,7,4,Healthcare,Financial Analyst,IT,L,Product Manager,Doctorate,Arts,Surat,2005.0,Arts,Surat,2007.0,Others,Nagpur,2013.0,Bhubaneswar,Nagpur,2016134,N,D,6,7,0,0,2504038
388,26131,15,1,Education,Others,Automobile,E,Research Scientist,Grad,Sociology,Mumbai,1996.0,Sociology,Mumbai,1998.0,Sociology,Delhi,2005.0,Chennai,Delhi,1770087,N,A,4,3,0,0,2212608
389,21495,23,23,Education,Consultant,Aviation,O,Web Designer,Doctorate,Engineering,Ahmedabad,1990.0,Engineering,Ahmedabad,1992.0,Engineering,Mangalore,1997.0,Kolkata,Nagpur,3669297,N,B,2,7,0,0,4953550
391,35928,14,13,Engineering,Bio statistician,Aviation,B,HR,Doctorate,Others,Pune,1999.0,Psychology,Pune,2001.0,Others,Surat,2006.0,Kanpur,Bhubaneswar,1500816,N,B,2,5,0,0,2026101
392,29508,14,0,Healthcare,CEO,FMCG,D,Software Developer,Doctorate,Others,Mumbai,1998.0,Chemistry,Mumbai,2000.0,Arts,Nagpur,2006.0,Mumbai,Ahmedabad,1540405,N,B,5,5,0,0,2079546
394,46492,25,15,Others,Bio statistician,Aviation,D,Assistant Manager,Doctorate,Chemistry,Jaipur,1986.0,Chemistry,Jaipur,1988.0,Chemistry,Jaipur,1995.0,Mangalore,Jaipur,3597816,N,B,3,6,0,0,4857051
401,51389,15,11,Top Management,Consultant,BFSI,D,Software Developer,PG,Mathematics,Guwahati,1998.0,Mathematics,Guwahati,2000.0,Mathematics,Lucknow,2005.0,Bangalore,Chennai,2145683,Y,Key_Performer,5,7,3,0,2832301
409,40589,22,14,IT-Software,Scientist,BFSI,D,Web Designer,Grad,Others,Ahmedabad,1989.0,Mathematics,Ahmedabad,1991.0,Others,Guwahati,1998.0,Mumbai,Kanpur,2582991,Y,D,6,8,1,0,3041730
412,49002,19,19,Analytics/BI,Project Manager,BFSI,O,Medical Officer,PG,Botony,Kolkata,1995.0,Botony,Kolkata,1997.0,Botony,Mangalore,2001.0,Guwahati,Delhi,3338248,N,C,3,7,1,0,3992544
415,29099,6,2,Engineering,Associate,Insurance,P,Software Developer,Doctorate,Engineering,Jaipur,2008.0,Engineering,Jaipur,2010.0,Engineering,Bangalore,2014.0,Jaipur,Mangalore,1492548,Y,Key_Performer,1,5,0,0,2173149
416,12044,19,3,HR,Project Manager,BFSI,H,Others,Doctorate,Sociology,Bhubaneswar,1995.0,Sociology,Bhubaneswar,1997.0,Sociology,Bangalore,2001.0,Bangalore,Bhubaneswar,3849925,Y,Key_Performer,5,3,0,0,5389895
418,36306,5,1,Banking,Analyst,Others,O,Product Manager,PG,Psychology,Guwahati,2009.0,Psychology,Guwahati,2011.0,Psychology,Mumbai,2015.0,Chennai,Bhubaneswar,1388596,Y,Key_Performer,3,6,1,0,1906264
419,10009,10,4,Sales,CEO,Analytics,A,Product Manager,Grad,Engineering,Surat,2003.0,Engineering,Surat,2005.0,Engineering,Bhubaneswar,2010.0,Mumbai,Ahmedabad,2029709,N,D,4,7,0,0,2334165
421,27517,15,9,Marketing,Project Manager,FMCG,B,Software Developer,PG,Statistics,Surat,1999.0,Statistics,Surat,2001.0,Statistics,Surat,2005.0,Mangalore,Chennai,2108565,Y,A,3,8,1,0,2783305
422,52741,21,1,Analytics/BI,Analyst,IT,N,Sr.Manager,PG,Others,Guwahati,1992.0,Economics,Guwahati,1994.0,Arts,Delhi,1999.0,Guwahati,Nagpur,3349288,Y,Key_Performer,2,6,1,0,4421060
423,15006,4,3,Accounts,Consultant,Insurance,F,Product Manager,PG,Economics,Bangalore,2009.0,Economics,Bangalore,2011.0,Economics,Ahmedabad,2016.0,Mumbai,Mumbai,657098,N,A,6,8,1,0,888396
426,19608,1,0,Education,Associate,Training,B,Research Analyst,Doctorate,Botony,Kolkata,2013.0,Botony,Kolkata,2015.0,Botony,Surat,2019.0,Nagpur,Lucknow,812360,Y,B,1,5,0,0,1056068
427,27699,5,5,HR,Analyst,Telecom,B,Others,Doctorate,Psychology,Surat,2007.0,Psychology,Surat,2009.0,Psychology,Jaipur,2015.0,Pune,Chennai,998328,Y,Key_Performer,2,6,0,0,1453565
432,32005,22,6,Sales,Bio statistician,Aviation,E,Consultant,PG,Engineering,Jaipur,1989.0,Engineering,Jaipur,1991.0,Engineering,Ahmedabad,1998.0,Ahmedabad,Mangalore,3151741,Y,Key_Performer,6,5,0,0,4160298
433,23090,8,8,Others,Sales Manager,FMCG,P,Marketing Manager,Grad,Economics,Mumbai,2003.0,Economics,Mumbai,2005.0,Economics,Bhubaneswar,2012.0,Lucknow,Bangalore,935204,N,C,4,5,0,0,1075484
437,52009,5,2,Healthcare,Business Analyst,Analytics,C,Sr.Manager,Doctorate,Chemistry,Surat,2006.0,Chemistry,Surat,2008.0,Chemistry,Bangalore,2015.0,Mumbai,Mumbai,1230930,N,A,3,4,0,0,1728225
438,33379,14,3,Top Management,Scientist,IT,P,Software Developer,PG,Chemistry,Mumbai,1999.0,Chemistry,Mumbai,2001.0,Others,Ahmedabad,2006.0,Lucknow,Kolkata,1870539,N,B,2,8,0,0,2431700
440,34035,8,5,Sales,Senior Researcher,Training,I,Marketing Manager,PG,Zoology,Kolkata,2003.0,Zoology,Kolkata,2005.0,Others,Surat,2012.0,Bangalore,Surat,1710761,N,D,6,8,1,0,2046070
442,12785,18,12,Marketing,Analyst,BFSI,O,Research Scientist,Doctorate,Botony,Jaipur,1996.0,Botony,Jaipur,1998.0,Botony,Mumbai,2002.0,Surat,Guwahati,3931517,N,D,2,3,0,0,4882944
445,39999,3,2,Analytics/BI,Analyst,BFSI,K,Sr.Manager,PG,Arts,Guwahati,2010.0,Arts,Guwahati,2012.0,Arts,Pune,2017.0,Mumbai,Mumbai,558712,N,B,2,5,0,0,726325
448,38068,8,3,Analytics/BI,Others,Aviation,N,CA,Doctorate,Economics,Delhi,2005.0,Economics,Delhi,2007.0,Economics,Mangalore,2012.0,Pune,Ahmedabad,2182038,N,B,1,5,0,0,2945751
454,47762,20,9,Top Management,Bio statistician,BFSI,K,Research Analyst,Grad,Botony,Pune,1993.0,Botony,Pune,1995.0,Botony,Kolkata,2000.0,Mangalore,Bhubaneswar,2510690,N,B,4,8,0,0,3138362
460,31679,2,0,Others,Associate,Retail,E,Consultant,Grad,Mathematics,Nagpur,2011.0,Mathematics,Nagpur,2013.0,Mathematics,Lucknow,2018.0,Bangalore,Kanpur,620491,Y,C,3,7,0,0,713564
461,41006,22,12,Engineering,Consultant,Insurance,H,Research Scientist,Grad,Arts,Pune,1991.0,Others,Pune,1993.0,Sociology,Nagpur,1998.0,Nagpur,Lucknow,2690574,N,A,3,3,0,0,3363217
463,45477,7,0,HR,Principal Analyst,Aviation,D,Research Analyst,Doctorate,Others,Mangalore,2005.0,Mathematics,Mangalore,2007.0,Zoology,Mumbai,2013.0,Delhi,Bhubaneswar,1654444,N,A,4,7,0,1,2322839
464,52081,19,6,Banking,Bio statistician,FMCG,D,Software Developer,Grad,Chemistry,Lucknow,1993.0,Chemistry,Lucknow,1995.0,Chemistry,Delhi,2001.0,Kanpur,Pune,2482908,Y,Key_Performer,3,8,0,0,3178122
465,55420,1,1,Others,Analyst,Retail,K,Others,Doctorate,Economics,Nagpur,2013.0,Economics,Nagpur,2015.0,Others,Mumbai,2019.0,Mangalore,Chennai,700880,N,B,3,5,0,0,925161
466,26627,4,4,Others,Team Lead,Analytics,C,Manager,Grad,Arts,Mangalore,2008.0,Arts,Mangalore,2010.0,Arts,Nagpur,2016.0,Ahmedabad,Jaipur,593576,N,A,2,8,0,0,771648
468,18080,23,9,HR,Financial Analyst,Others,D,Product Manager,PG,Statistics,Nagpur,1988.0,Statistics,Nagpur,1990.0,Statistics,Bangalore,1997.0,Mumbai,Delhi,3093781,N,D,3,7,2,0,3700162
471,46115,6,2,Education,Financial Analyst,FMCG,B,Marketing Manager,Doctorate,Mathematics,Nagpur,2006.0,Mathematics,Nagpur,2008.0,Mathematics,Mumbai,2014.0,Bangalore,Nagpur,2122069,Y,D,5,4,0,0,2733224
472,14026,24,6,Others,Analyst,Aviation,B,Research Scientist,Grad,Sociology,Delhi,1987.0,Sociology,Delhi,1989.0,Sociology,Delhi,1996.0,Jaipur,Delhi,2580232,N,B,5,8,0,0,3225290
473,59457,23,14,Accounts,Bio statistician,BFSI,N,HR,PG,Mathematics,Kolkata,1988.0,Mathematics,Kolkata,1990.0,Mathematics,Mangalore,1997.0,Guwahati,Mumbai,1409509,N,C,6,7,0,0,1685772
474,55963,17,9,Marketing,Sales Manager,Automobile,P,Web Designer,Doctorate,Others,Guwahati,1997.0,Engineering,Guwahati,1999.0,Others,Delhi,2003.0,Bangalore,Mangalore,2578993,Y,Key_Performer,4,6,0,0,3610590
476,28587,16,7,Healthcare,CEO,Training,O,Marketing Manager,PG,Sociology,Delhi,1998.0,Others,Delhi,2000.0,Others,Surat,2004.0,Mangalore,Pune,2239487,N,C,6,3,1,0,2678426
478,48831,20,1,Healthcare,CEO,BFSI,O,Product Manager,Grad,Engineering,Surat,1992.0,Engineering,Surat,1994.0,Engineering,Mangalore,2000.0,Mumbai,Mumbai,2441704,Y,Key_Performer,6,3,0,0,3125381
485,14591,7,0,HR,Business Analyst,Training,G,Web Designer,Grad,Others,Kolkata,2005.0,Others,Kolkata,2007.0,Engineering,Guwahati,2013.0,Delhi,Surat,968235,N,A,5,4,1,0,1258705
486,40118,12,1,Marketing,Team Lead,Others,L,Data Analyst,Doctorate,Chemistry,Bangalore,2002.0,Chemistry,Bangalore,2004.0,Chemistry,Bangalore,2008.0,Lucknow,Pune,2290539,Y,D,2,7,0,0,2950214
488,45884,8,3,Marketing,Scientist,Retail,M,Network Engineer,Doctorate,Economics,Delhi,2003.0,Economics,Delhi,2005.0,Economics,Delhi,2012.0,Mumbai,Bangalore,1537360,Y,Key_Performer,2,4,0,1,2238396
490,46137,17,1,Top Management,Project Manager,Insurance,O,Marketing Manager,PG,Zoology,Bhubaneswar,1997.0,Others,Bhubaneswar,1999.0,Sociology,Delhi,2003.0,Pune,Bhubaneswar,2849732,N,A,2,8,0,0,3704651
492,19898,8,5,IT-Software,Bio statistician,Analytics,L,Network Engineer,Grad,Others,Mangalore,2004.0,Statistics,Mangalore,2006.0,Economics,Delhi,2012.0,Kanpur,Pune,1118517,N,B,1,8,1,0,1398146
493,15361,10,0,Engineering,Sales Execituve,Automobile,O,Research Analyst,Doctorate,Chemistry,Pune,2001.0,Chemistry,Pune,2003.0,Chemistry,Guwahati,2010.0,Delhi,Mumbai,1426418,N,C,6,6,0,0,1771611
496,31779,19,16,Sales,Project Manager,Insurance,M,Research Analyst,PG,Psychology,Mangalore,1993.0,Others,Mangalore,1995.0,Chemistry,Jaipur,2001.0,Guwahati,Mumbai,2477888,N,D,4,3,1,0,2963554
497,33649,8,3,Healthcare,Sales Manager,Retail,H,Data Analyst,Grad,Economics,Surat,2005.0,Economics,Surat,2007.0,Economics,Bangalore,2012.0,Lucknow,Chennai,939058,N,A,5,3,2,0,1220775
505,58105,12,5,Others,Sales Manager,Retail,I,Manager,PG,Statistics,Bangalore,2000.0,Others,Bangalore,2002.0,Others,Kolkata,2008.0,Chennai,Chennai,2253283,Y,A,6,5,1,0,2974333
506,45507,16,8,Engineering,Analyst,FMCG,O,HR,Doctorate,Engineering,Bhubaneswar,1997.0,Engineering,Bhubaneswar,1999.0,Engineering,Pune,2004.0,Chennai,Chennai,3751397,Y,A,6,6,0,0,5251955
